Title,Genre,Tags,Languages,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,Summary,Series or Movie,IMDb Votes,Image
Colony,"Action, Adventure, Drama, Sci-Fi","Alien Sci-Fi,TV Action & Adventure,TV Sci-Fi & Fantasy,TV Programmes,TV Dramas,US TV Programmes,Political TV Shows,Sci-Fi TV",English,"United States,Canada,Brazil,Mexico,United Kingdom,India,South Korea,Portugal,Germany,Netherlands,Hungary,Greece,Switzerland,South Africa,Spain,Argentina,Belgium,Israel,Slovakia,Lithuania,Czech Republic,Hong Kong,Romania,Australia,Japan,Singapore,Russia,Sweden,Poland,Iceland,Italy,Thailand,Turkey,France,Malaysia,Colombia",< 30 minutes,,"Ryan J. Condal, Carlton Cuse","Tory Kittles, Josh Holloway, Peter Jacobson, Sarah Wayne Callies",TV-14,7.4,,5,,14-Jan-16,13-12-2016,,https://www.netflix.com/watch/80077417,"When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son.",Series,30559,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYp-Y5tYPVOQLQhTCaG7h-vB5q1qFxtbdcYXcpReUsAD72bQcKc2SDN-QQ0JDE-57n7h1Agcs3LFNhNxlcCqJcGOMQpPCnqQXYXjAxuwYM2sRUPle571s7r_gfrb8RJe.jpg?r=bc2
Nobel,"Drama, Thriller, War","TV Dramas,TV Programmes,Political TV Programmes,Scandinavian TV,TV Thrillers","Norwegian, English, Dari","Switzerland,Belgium,France",< 30 minutes,,,"Aksel Hennie, Atheer Adel, Danica Curcic, Mohammad-Ali Behboudi",,8.1,2,3,,13-Dec-16,13-12-2016,,https://www.netflix.com/watch/80131415,A series of incidents in Afghanistan set complicated political and personal events in motion for a returning Norwegian Special Forces officer.,Series,5810,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZwnNZ45-pQQb8guWKEGB0ptpXnZV9oNh8o4zNyJFXJOxIrJqdrNLcsBf3xjSGnhqme6UPh1VxCmNAzeAdaiVFkSbYxR3X_uQDwallt8l04h3wzPUt42HzNpiaE.jpg?r=7f2
Bad Moms,Comedy,"Comedies,Late Night Comedies",English,"Japan,South Korea,Hungary,Romania,Belgium,Canada,Czech Republic,Netherlands,Germany,Australia,Singapore,Malaysia,Slovakia,Sweden",1-2 hour,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Christina Applegate, Kristen Bell, Mila Kunis, Kathryn Hahn",R,6.2,3,5,"$11,32,57,297",29-Jul-16,13-12-2016,"Lucas &amp; Moore, Huayi Brothers, Merced Media Partners, Block Entertainment, PalmStar Media",https://www.netflix.com/watch/80100906,"When newly single mother Amy snaps under the weight of responsibility, two other burned-out moms join her on a raunchy spree of bad behavior.",Movie,114707,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaaRjg9lVDYU3aZFd3uME2U7dkz-sk4cxkoYxZc6YEu1xw4VzxB6p3h8sbb9dypBts2UZRdxiaPy0E7BVASsH_8M6A.jpg?r=1f4
Masaan,Drama,"International Dramas,International Movies,Dramas",Hindi,India,1-2 hour,Neeraj Ghaywan,"Mirza Ghalib, Brij Narayan Chakbast, Akbar Allahabadi, Varun Grover, Bashir Badr, Dushyant Kumar","Richa Chadha, Vicky Kaushal, Sanjay Mishra, Pankaj Tripathi",,8.2,22,8,,24-Jun-15,13-12-2016,,https://www.netflix.com/watch/80059331,"Along Indias Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.",Movie,23841,http://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY79BXcyCNT7neeLxSwHxZ88HnwUGvPK8SDBwky6u0zeXt9se75Jt79d1WDINOD_c2TDHUoaPZ0CFI8xvp23rA0KqQ.jpg?r=495
Lupin the 3rd: The Castle of Cagliostro: Special Edition,"Animation, Adventure, Family, Fantasy","Anime Action Films,Comedies,Anime Comedies,Crime Action & Adventure,Japanese Comedies,Action & Adventure,Anime,Action Comedies,Heist Action & Adventure,Anime Feature Films,Retro Anime,Japanese Action & Adventure,Classic Films,Seinen Anime,Classic Action & Adventure,Japanese Films,Crime Movies,Cult Movies,Heist Movies","Japanese, English, French","Australia,Singapore,Russia,India,Poland,Sweden,Hungary,Lithuania,Argentina,Hong Kong,Canada,United Kingdom,Romania,Mexico,South Korea,South Africa,Thailand,Turkey,Portugal,Czech Republic,Belgium,United States,Brazil,Netherlands,Iceland,Israel,Colombia,Greece",1-2 hour,Hayao Miyazaki,"Maurice Leblanc, Hayao Miyazaki, Haruya Yamazaki, Mary Claypool, Monkey Punch","Yasuo Yamada, Eiko Masuyama, Makio Inoue, Kiyoshi Kobayashi",PG-13,7.7,1,1,"$1,42,425",15-Dec-79,12-12-2016,,https://www.netflix.com/watch/70050576,"Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostros fortress.",Movie,27154,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeMF5y09l3UVRovpt2J1gohcBfjy52ANK5Kob0T7NGKSqhM6vzS36PhEYisdvWsZ0VE2B_fT-fAteLL1vrkd3Wh71w.jpg?r=a17
Lupin the 3rd TV Special: Sweet Lost Night,"Animation, Action, Comedy, Crime, Drama, Mystery, Romance, Thriller","Anime Action Films,Anime",Japanese,Japan,1-2 hour,Tetsurô Amino,"Toshimichi Ohkawa, Monkey Punch","Kan'ichi Kurita, Makio Inoue, Eiko Masuyama, Kiyoshi Kobayashi",,6.6,,,,25-Jul-08,12-12-2016,,https://www.netflix.com/watch/80146478,"At Fujikos behest, Lupin travels into the desert in search of a magic lamp. But the lamp isnt what it seems, and Colonel Garlic wants it too.",Movie,143,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbvKfzLDOtzPy5HIy0-1CJTD8MGbbJgGKIhvmYXU31ET5W2e4guGSml4ZxCUzJV64TlbIsO8G2_Vb851t9LnLPqpAw.jpg?r=320
Lupin the 3rd TV Special: Crisis in Tokyo,"Animation, Action, Comedy, Crime, Fantasy, Mystery, Sci-Fi, Thriller","Anime Action Films,Anime,Anime Comedies","English, Japanese",Japan,1-2 hour,Toshiya Shinohara,"Shinzô Fujita, Monkey Punch","Megumi Hayashibara, Kan'ichi Kurita, Eiko Masuyama, Kiyoshi Kobayashi",TV-PG,7.2,,,,24-Jul-98,12-12-2016,,https://www.netflix.com/watch/70036136,"International thief extraordinaire Lupin the 3rd must steal a set of priceless photographic plates from a famous art dealer in this installment of the popular anime series. And this time, Goemon and Fujiko want in on the action.",Movie,305,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf6mILK-GXpCUQ_gNKXzrgucfdobKglS_GclUPcOw4EkK6xC-5tzz--sDyxkDirHc5q3BlCN7QYbGDTuVPKNVPLVag.jpg?r=d0f
Lupin the 3rd TV Special: Voyage to Danger,"Action, Animation","Anime Action Films,Anime","English, French, German, Italian, Japanese",Japan,1-2 hour,Masaaki Ôsumi,"Hiroshi Kashiwabara, Monkey Punch","Brice Armstrong, Derek Garrison, Dameon Clarke, Banjô Ginga",TV-PG,7,,,,23-Jul-93,12-12-2016,,https://www.netflix.com/watch/70023309,"A new adversary awaits Lupin the 3rd when his longtime foe, Det. Zenigata, is pulled from his case and reassigned to other responsibilities. But the master thief gains an accomplice when Zenigata seeks out his friendship.",Movie,438,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQT-Af0Umf9dOgy6IKRfTXy3Zlx3V-AE-Tt6xXzHrehof4YHxauT0I3KzHkMGZcEvljtWg_-DxfTYCZCJSJLiUlzIg.jpg?r=359
Lupin the 3rd TV Special: The Pursuit of Harimaos Treasure,"Animation, Action, Adventure, Comedy","Anime,Anime Action Films",Japanese,Japan,1-2 hour,Osamu Dezaki,"Hiroshi Kashiwabara, Shôji Yonemura, Shinzô Fujita, Monkey Punch","Kan'ichi Kurita, Gorô Naya, Eiko Masuyama, Kiyoshi Kobayashi",,7,,,,04-Aug-95,12-12-2016,,https://www.netflix.com/watch/70008694,"Another installment of the anime based on the manga series by artist Kazuhiko KatM finds Lupin, the world-famous thief, and his friends on a mission to recover the fabled treasure of Harimao, a trio of statues rumored to be worth some $8 billion.",Movie,326,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWnxr2IaRpHszFbqzjtayO_n5l2Q3egAZTVRr7WTvuvh3VQWQSxrKCPpoJwrKoeTDZm_IsC4KijQt93XVOHbf6KOwA.jpg?r=864
Lupin the 3rd: Dragon of Doom,"Animation, Action, Adventure, Comedy, Crime","Anime Comedies,Anime Action Films,Anime",Japanese,Japan,1-2 hour,Masaharu Okuwaki,"Nobuaki Kishima, Monkey Punch","Brice Armstrong, Bob Carter, Banjô Ginga, Laura Bailey",,6.8,,,,29-Jul-94,12-12-2016,,https://www.netflix.com/watch/60026740,"A dragon figurine lost in the sunken Titanic is the target of an international race, but its history pits Goemon against Lupin and their friends.",Movie,334,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSmT0RiZ5pa-MeobKglO7YpKxiV7bqnkDZn_9_U6Dpi3OKx3ODDcZeNXhAaBUoI8XgdayZlB7FDH5qLT95I0H-nt7A.jpg?r=d73
Lupin the 3rd TV Special: The Hemingway Papers,"Animation, Action, Adventure","Anime Action Films,Anime",Japanese,Japan,1-2 hour,Osamu Dezaki,"Hiroshi Kashiwabara, Monkey Punch","Makio Inoue, Yôsuke Akimoto, Jun Hasumi, Mitsuaki Hoshino",,7.1,,,,,12-12-2016,,https://www.netflix.com/watch/80146477,"Lupin lands in a war between treasure hunters, with Jigen and Goemon on opposite sides, when he tries to steal Ernest Hemingways final manuscript.",Movie,130,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcETRM372sUpCVmuSEfPPKzSPt95Ajz6QRNSaA9_asbRvgStqiqVnoGQKfqEz8DgHr73srsluSsPnvecbwOifzGq0w.jpg?r=ec4
Lupin the 3rd TV Special: Goodbye Lady Liberty,"Animation, Action, Adventure, Comedy, Crime, Fantasy, Mystery, Sci-Fi","Retro Anime,Anime,Anime Action Films",Japanese,Japan,1-2 hour,Osamu Dezaki,"Hiroshi Kashiwabara, Junichi Iioka, Monkey Punch","Yasuo Yamada, Eiko Masuyama, Makio Inoue, Kiyoshi Kobayashi",,6.6,,,,01-Apr-89,12-12-2016,,https://www.netflix.com/watch/80146708,"Lupins attempt to quit the criminal life is cut short when Jigen inherits information about the Super Egg diamond, hidden in the Statue of Liberty.",Movie,300,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbpGigR3bva8TaJ6GMjaDN3_CZYC3ou_mCBKL8W2UrKclcOcD2U_8V_Xi4yVscuMNLtQafFJgFpxOfnBQdtnUOo2qg.jpg?r=fe7
Dirk Gentlys Holistic Detective Agency,"Action, Adventure, Comedy, Fantasy, Mystery, Sci-Fi","US TV Programmes,TV Thrillers,TV Programmes,TV Comedies,TV Sci-Fi & Fantasy,TV Action & Adventure,TV Mysteries,TV Shows Based on Books,Sci-Fi TV",English,"Switzerland,Belgium,France,India,Lithuania,Russia,Romania,Hong Kong,United Kingdom,Canada,South Korea,Portugal,Japan,Mexico,South Africa,Thailand,Hungary,Iceland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Colombia",< 30 minutes,,Max Landis,"Jade Eshete, Hannah Marks, Samuel Barnett, Elijah Wood",TV-14,8.3,5,9,,22-Oct-16,11-12-2016,,https://www.netflix.com/watch/80119426,"Eccentric amateur sleuth Dirk and his grudging assistant Todd make their way haphazardly through a peculiarly tangled, dangerous supernatural mystery.",Series,42981,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQF3sm3p568ke4GXgt3V6kaDVZdWJRWXEchPrPL_o4DnzSa1JBvebbnY_sUERSK1KEckVmQQxR3GXzFB2S4CNKjkTPespJG6--crjmSEd9WPFRtTvMBcttSADdw.jpg?r=0c4
Lupin the 3rd TV Special: Bank of Liberty,"Animation, Action, Adventure, Comedy, Crime","Anime,Anime Action Films",Japanese,Japan,1-2 hour,Osamu Dezaki,"Hiroshi Kashiwabara, Junichi Iioka, Monkey Punch","Makio Inoue, Masao Imanishi, Unshô Ishizuka, Kôichi Kitamura",,6.6,,,,24-Jul-92,11-12-2016,,https://www.netflix.com/watch/80146709,A trove of Romanov gold surfaces in San Antonio and Lupin vows to steal it. But hell have to outwit the Mafia and Rasputins descendant to get it!,Movie,195,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT4JW38y-FX5FTt8MSbGtq6JUO-D3NXwZUI6Q1-fGudf2V2Yoq3LRKzlAnJEa5KJB8KBJEiYCcptc6YPLW5j7GAJ_Q.jpg?r=54c
